"model","comparison","pval","W","comparison_difference"
"vine / vine","gaussian / rangebagging",0.789078437825525,566,0.00893792166818241
"vine / vine","gaussian / gaussian",0.721299969283027,573,0.0135719853929653
"vine / vine","gaussian / kde",0.989838113606876,543,-0.00284202759694474
"vine / vine","gaussian / vine",0.70229929278773,575,0.0181683319355138
"vine / vine","gaussian / lobagoc",0.451800017411947,604,0.0299358124671353
"vine / vine","kde / rangebagging",0.965225336216905,565,0.00127590198219274
"vine / vine","kde / gaussian",0.876259440665771,574,0.00695724683231913
"vine / vine","kde / kde",0.995030669990973,560,-0.00154868153423637
"vine / vine","kde / vine",0.856657851390689,576,0.00827715440412102
"vine / vine","kde / lobagoc",0.473332095121413,619,0.0276028453108665
"vine / vine","vine / rangebagging",0.999999999999994,545,-0.00146612823746406
"vine / vine","vine / gaussian",0.999999999999994,545,-0.00459640428781916
"vine / vine","vine / kde",0.878520792641654,532,-0.00452966785415698
"vine / vine","vine / vine",1,544.5,0
"vine / vine","vine / lobagoc",0.587674598369149,605,0.0226841042896992
"vine / vine","lobagoc / rangebagging",0.0328143511927264,650,0.0810588130410723
"vine / vine","lobagoc / gaussian",0.0761297222682636,585,0.070641747796983
"vine / vine","lobagoc / kde",0.0367020531752532,667,0.078683802152835
"vine / vine","lobagoc / vine",0.0476817089654207,599,0.0771443817755181
"vine / vine","lobagoc / lobagoc",0.0148230392016087,735,0.0926258480340054
"vine / vine","rangebagging / none",0.950974837046068,490,0.00236208001077975
"vine / vine","gaussian / none",0.789078437825525,566,0.00891867213855946
"vine / vine","kde / none",0.965225336216905,565,0.00125726543914351
"vine / vine","vine / none",0.999999999999994,545,-0.00148895799032656
"vine / vine","lobagoc / none",0.0837223060338288,582,0.0699087537353343
"vine / vine","ulsif",0.915676311742941,570,0.0079424166635027
"vine / vine","rulsif",0.965225336216905,557,0.000465868748797726
"vine / vine","maxnet",0.676348683536972,527,-0.0219064360818928
"vine / vine","biomod",0.683480374816032,577,0.00803593506941391
"vine / vine","BRT",0.75011858998249,570,0.0112526085100546
"vine / vine","cforest",0.0811070481857998,681,0.0623684993518094
"vine / vine","cforest weighted",0.155524303649437,656,0.0510691094423045
"vine / vine","Ensemble",0.949223066585024,539,-0.00297429201920307
"vine / vine","GAM",0.532208671867011,594,0.0228616704150081
"vine / vine","GLM",0.797570963165908,524,-0.0125601054835544
"vine / vine","GLM unweighted",0.989838113606876,543,-0.00708713441028497
"vine / vine","IWLR-GAM",0.80876200388231,564,0.0101829114656983
"vine / vine","IWLR-GLM",0.84847739207137,560,0.00179431947759467
"vine / vine","Lasso",0.84847739207137,560,0.00449028549723784
"vine / vine","MARS unweighted",0.277695117809364,630,0.0396072366334758
"vine / vine","MaxEnt",0.949223066585024,539,-0.00887300812647618
"vine / vine","MaxEnt tuned2",0.868484949420175,558,0.00339854409133178
"vine / vine","MaxNet",0.918841277458483,536,-0.00779680965493101
"vine / vine","RF",0.00290439009386605,774,0.110974668383997
"vine / vine","RF down-sampled",0.939085539370815,551,0.00541129750450486
"vine / vine","Ridge regression",0.888575926722445,556,0.00574664011648962
"vine / vine","SVM",0.179319747311484,650,0.0628477505289206
"vine / vine","SVM weighted",0.655615092222223,580,0.0334113985835379
"vine / vine","XGBoost",0.283417973530738,629,0.0420903346652204
"vine / lobagoc","rangebagging / rangebagging",0.198749430426632,399,-0.0391511236943878
"vine / lobagoc","rangebagging / gaussian",0.0101138147887448,700,0.0966217307657055
"vine / lobagoc","rangebagging / kde",0.0914507309569526,636,0.0603658186544777
"vine / lobagoc","rangebagging / vine",0.0032877983525299,726,0.110112503515859
"vine / lobagoc","rangebagging / lobagoc",0.888453186665806,521,0.00649840412844171
"vine / lobagoc","gaussian / rangebagging",0.77923418617418,538,-0.0137461826215168
"vine / lobagoc","gaussian / gaussian",0.895936196775682,550,-0.00911211889673391
"vine / lobagoc","gaussian / kde",0.504720277209224,507,-0.025526131886644
"vine / lobagoc","gaussian / vine",0.895936196775682,550,-0.00451577235418543
"vine / lobagoc","gaussian / lobagoc",0.846888898082995,577,0.00725170817743603
"vine / lobagoc","kde / rangebagging",0.587451948518093,533,-0.0214082023075065
"vine / lobagoc","kde / gaussian",0.737521266198348,550,-0.0157268574573801
"vine / lobagoc","kde / kde",0.570748383593253,531,-0.0242327858239356
"vine / lobagoc","kde / vine",0.765274375066755,553,-0.0144069498855782
"vine / lobagoc","kde / lobagoc",0.802740251836421,599,0.00491874102116729
"vine / lobagoc","vine / rangebagging",0.60498234298561,519,-0.0241502325271633
"vine / lobagoc","vine / gaussian",0.553755088690085,513,-0.0272805085775184
"vine / lobagoc","vine / kde",0.52895244832504,510,-0.0272137721438562
"vine / lobagoc","vine / vine",0.587674598369149,517,-0.0226841042896992
"vine / lobagoc","vine / lobagoc",1,578,0
"vine / lobagoc","lobagoc / rangebagging",0.0814433806200587,640,0.0583747087513731
"vine / lobagoc","lobagoc / gaussian",0.187368756388609,570,0.0479576435072837
"vine / lobagoc","lobagoc / kde",0.0865771711886944,658,0.0559996978631357
"vine / lobagoc","lobagoc / vine",0.115228596253308,588,0.0544602774858188
"vine / lobagoc","lobagoc / lobagoc",0.0324872840022538,732,0.0699417437443062
"vine / lobagoc","rangebagging / none",0.508042631217185,460,-0.0203220242789195
"vine / lobagoc","gaussian / none",0.77923418617418,538,-0.0137654321511398
"vine / lobagoc","kde / none",0.595886574765945,534,-0.0214268388505557
"vine / lobagoc","vine / none",0.60498234298561,519,-0.0241730622800258
"vine / lobagoc","lobagoc / none",0.187368756388609,570,0.0472246494456351
"vine / lobagoc","ulsif",0.621511053820763,537,-0.0147416876261965
"vine / lobagoc","rulsif",0.483096091990078,520,-0.0222182355409015
"vine / lobagoc","maxnet",0.376232675758544,505,-0.044590540371592
"vine / lobagoc","biomod",0.945379177609161,555,-0.0146481692202853
"vine / lobagoc","BRT",0.876259440665771,548,-0.0114314957796446
"vine / lobagoc","cforest",0.131368580736834,682,0.0396843950621102
"vine / lobagoc","cforest weighted",0.252990611914929,653,0.0283850051526052
"vine / lobagoc","Ensemble",0.658203695546366,525,-0.0256583963089023
"vine / lobagoc","GAM",0.856657851390689,576,0.000177566125308837
"vine / lobagoc","GLM",0.440519813094577,499,-0.0352442097732536
"vine / lobagoc","GLM unweighted",0.579106335621018,516,-0.0297712386999842
"vine / lobagoc","IWLR-GAM",0.760180134556292,536,-0.012501192824001
"vine / lobagoc","IWLR-GLM",0.741268572176908,534,-0.0208897848121046
"vine / lobagoc","Lasso",0.792266784178706,539.5,-0.0181938187924614
"vine / lobagoc","MARS unweighted",0.482482585521585,617.5,0.0169231323437765
"vine / lobagoc","MaxEnt",0.587674598369149,517,-0.0315571124161754
"vine / lobagoc","MaxEnt tuned2",0.811659642836108,541.5,-0.0192855601983675
"vine / lobagoc","MaxNet",0.512733015653376,508,-0.0304809139446303
"vine / lobagoc","RF",0.00355546240872368,791,0.0882905640942977
"vine / lobagoc","RF down-sampled",0.731869501456971,533,-0.0172728067851944
"vine / lobagoc","Ridge regression",0.741268572176908,534,-0.0169374641732096
"vine / lobagoc","SVM",0.346021151477924,637,0.0401636462392213
"vine / lobagoc","SVM weighted",1,561,0.0107272942938387
"vine / lobagoc","XGBoost",0.52081065092559,613,0.0194062303755211
"lobagoc / rangebagging","rangebagging / rangebagging",0.000791423933047335,218,-0.0975258324457609
"lobagoc / rangebagging","rangebagging / gaussian",0.119357607015474,556,0.0382470220143324
"lobagoc / rangebagging","rangebagging / kde",0.719148939608726,475,0.00199110990310458
"lobagoc / rangebagging","rangebagging / vine",0.0570643121091586,579,0.0517377947644856
"lobagoc / rangebagging","rangebagging / lobagoc",0.122944608779972,345,-0.0518763046229314
"lobagoc / rangebagging","gaussian / rangebagging",0.0403961269561903,346,-0.0721208913728899
"lobagoc / rangebagging","gaussian / gaussian",0.155322238606772,391,-0.067486827648107
"lobagoc / rangebagging","gaussian / kde",0.0100002115583005,309,-0.0839008406380171
"lobagoc / rangebagging","gaussian / vine",0.112362536516624,379,-0.0628904811055585
"lobagoc / rangebagging","gaussian / lobagoc",0.109248100242061,378,-0.051123000573937
"lobagoc / rangebagging","kde / rangebagging",0.0498233654852437,364,-0.0797829110588796
"lobagoc / rangebagging","kde / gaussian",0.0723314521015957,376,-0.0741015662087532
"lobagoc / rangebagging","kde / kde",0.0467055200650943,362,-0.0826074945753087
"lobagoc / rangebagging","kde / vine",0.10530197672075,389,-0.0727816586369513
"lobagoc / rangebagging","kde / lobagoc",0.181968673066851,410,-0.0534559677302058
"lobagoc / rangebagging","vine / rangebagging",0.0255207076281729,333,-0.0825249412785364
"lobagoc / rangebagging","vine / gaussian",0.0255207076281729,333,-0.0856552173288915
"lobagoc / rangebagging","vine / kde",0.0237098600806914,331,-0.0855884808952293
"lobagoc / rangebagging","vine / vine",0.0328143511927264,340,-0.0810588130410723
"lobagoc / rangebagging","vine / lobagoc",0.0814433806200587,380,-0.0583747087513731
"lobagoc / rangebagging","lobagoc / rangebagging",1,450,0
"lobagoc / rangebagging","lobagoc / gaussian",0.714600737486729,396,-0.0104170652440894
"lobagoc / rangebagging","lobagoc / kde",0.97698193306333,467.5,-0.00237501088823733
"lobagoc / rangebagging","lobagoc / vine",0.9689680640142,423,-0.00391443126555424
"lobagoc / rangebagging","lobagoc / lobagoc",0.689805873575398,524.5,0.0115670349929331
"lobagoc / rangebagging","rangebagging / none",0.0100438072356659,277,-0.0786967330302926
"lobagoc / rangebagging","gaussian / none",0.0403961269561903,346,-0.0721401409025129
"lobagoc / rangebagging","kde / none",0.0498233654852437,364,-0.0798015476019288
"lobagoc / rangebagging","vine / none",0.0255207076281729,333,-0.0825477710313989
"lobagoc / rangebagging","lobagoc / none",0.749718228934914,399,-0.011150059305738
"lobagoc / rangebagging","ulsif",0.0210697496226728,339,-0.0731163963775696
"lobagoc / rangebagging","rulsif",0.0218568563945801,340,-0.0805929442922746
"lobagoc / rangebagging","maxnet",0.0271281164705093,346,-0.102965249122965
"lobagoc / rangebagging","biomod",0.180941259252659,397,-0.0730228779716584
"lobagoc / rangebagging","BRT",0.264057898116702,413,-0.0698062045310177
"lobagoc / rangebagging","cforest",0.60817974896781,533,-0.0186903136892629
"lobagoc / rangebagging","cforest weighted",1,495.5,-0.0299897035987678
"lobagoc / rangebagging","Ensemble",0.100307228862883,375,-0.0840331050602754
"lobagoc / rangebagging","GAM",0.0919513648605273,372,-0.0581971426260642
"lobagoc / rangebagging","GLM",0.0370715561264685,343,-0.0936189185246267
"lobagoc / rangebagging","GLM unweighted",0.0237098600806914,331,-0.0881459474513573
"lobagoc / rangebagging","IWLR-GAM",0.0841562147223406,369,-0.070875901575374
"lobagoc / rangebagging","IWLR-GLM",0.0432278997843486,348,-0.0792644935634776
"lobagoc / rangebagging","Lasso",0.176469402107148,396,-0.0765685275438345
"lobagoc / rangebagging","MARS unweighted",0.48971929072588,444,-0.0414515764075966
"lobagoc / rangebagging","MaxEnt",0.0562563948446105,356,-0.0899318211675485
"lobagoc / rangebagging","MaxEnt tuned2",0.12551422294184,383,-0.0776602689497405
"lobagoc / rangebagging","MaxNet",0.0294976893683817,337,-0.0888556226960033
"lobagoc / rangebagging","RF",0.0680099658098964,628,0.0299158553429246
"lobagoc / rangebagging","RF down-sampled",0.112362536516624,379,-0.0756475155365675
"lobagoc / rangebagging","Ridge regression",0.115545505705389,380,-0.0753121729245827
"lobagoc / rangebagging","SVM",0.811004977724872,477,-0.0182110625121518
"lobagoc / rangebagging","SVM weighted",0.264057898116702,413,-0.0476474144575344
"lobagoc / rangebagging","XGBoost",0.60817974896781,457,-0.0389684783758519
"lobagoc / gaussian","rangebagging / rangebagging",0.00363208231294664,226,-0.0871087672016715
"lobagoc / gaussian","rangebagging / gaussian",0.0772801646761823,534,0.0486640872584218
"lobagoc / gaussian","rangebagging / kde",0.572770402953248,457,0.0124081751471939
"lobagoc / gaussian","rangebagging / vine",0.0291928840816837,560,0.062154860008575
"lobagoc / gaussian","rangebagging / lobagoc",0.229749235570679,342,-0.041459239378842
"lobagoc / gaussian","gaussian / rangebagging",0.0891110093347689,344,-0.0617038261288005
"lobagoc / gaussian","gaussian / gaussian",0.234337703900733,379,-0.0570697624040176
"lobagoc / gaussian","gaussian / kde",0.029762973261172,312,-0.0734837753939277
"lobagoc / gaussian","gaussian / vine",0.206985007435162,374,-0.0524734158614691
"lobagoc / gaussian","gaussian / lobagoc",0.201800242299908,373,-0.0407059353298477
"lobagoc / gaussian","kde / rangebagging",0.115228596253308,364,-0.0693658458147902
"lobagoc / gaussian","kde / gaussian",0.136385805967808,370,-0.0636845009646638
"lobagoc / gaussian","kde / kde",0.09961953302186,359,-0.0721904293312193
"lobagoc / gaussian","kde / vine",0.160373406175689,376,-0.0623645933928619
"lobagoc / gaussian","kde / lobagoc",0.34220338326843,408,-0.0430389024861164
"lobagoc / gaussian","vine / rangebagging",0.0566158612293167,330,-0.072107876034447
"lobagoc / gaussian","vine / gaussian",0.069100201264362,336,-0.0752381520848021
"lobagoc / gaussian","vine / kde",0.0547269957693124,329,-0.0751714156511399
"lobagoc / gaussian","vine / vine",0.0761297222682636,339,-0.070641747796983
"lobagoc / gaussian","vine / lobagoc",0.187368756388609,382,-0.0479576435072837
"lobagoc / gaussian","lobagoc / rangebagging",0.714600737486729,444,0.0104170652440894
"lobagoc / gaussian","lobagoc / gaussian",1,392,0
"lobagoc / gaussian","lobagoc / kde",0.627145499239067,466.5,0.00804205435585204
"lobagoc / gaussian","lobagoc / vine",0.718451632328907,414.5,0.00650263397853512
"lobagoc / gaussian","lobagoc / lobagoc",0.460427611105709,513.5,0.0219841002370225
"lobagoc / gaussian","rangebagging / none",0.0304003605953191,281,-0.0682796677862032
"lobagoc / gaussian","gaussian / none",0.0863832523101044,343,-0.0617230756584235
"lobagoc / gaussian","kde / none",0.115228596253308,364,-0.0693844823578394
"lobagoc / gaussian","vine / none",0.0566158612293167,330,-0.0721307057873095
"lobagoc / gaussian","lobagoc / none",0.941214650573605,387,-0.000732994061648617
"lobagoc / gaussian","ulsif",0.0530663871058123,339,-0.0626993311334803
"lobagoc / gaussian","rulsif",0.054865401764585,340,-0.0701758790481852
"lobagoc / gaussian","maxnet",0.0496138226529593,337,-0.0925481838788758
"lobagoc / gaussian","biomod",0.323959458701246,393,-0.062605812727569
"lobagoc / gaussian","BRT",0.391861393565007,402,-0.0593891392869283
"lobagoc / gaussian","cforest",0.476503646899114,512,-0.00827324844517352
"lobagoc / gaussian","cforest weighted",0.783323320663038,481.5,-0.0195726383546785
"lobagoc / gaussian","Ensemble",0.16809900535345,366,-0.073616039816186
"lobagoc / gaussian","GAM",0.177271974274598,368,-0.0477800773819749
"lobagoc / gaussian","GLM",0.0738663885712852,338,-0.0832018532805373
"lobagoc / gaussian","GLM unweighted",0.0605538608943399,332,-0.0777288822072679
"lobagoc / gaussian","IWLR-GAM",0.16809900535345,366,-0.0604588363312847
"lobagoc / gaussian","IWLR-GLM",0.1069395412153,350,-0.0688474283193883
"lobagoc / gaussian","Lasso",0.270367682928169,385,-0.0661514622997451
"lobagoc / gaussian","MARS unweighted",0.682130996693933,433,-0.0310345111635072
"lobagoc / gaussian","MaxEnt",0.113464314639204,352,-0.0795147559234591
"lobagoc / gaussian","MaxEnt tuned2",0.223108684869317,377,-0.0672432037056512
"lobagoc / gaussian","MaxNet",0.0713825838770494,337,-0.078438557451914
"lobagoc / gaussian","RF",0.0358310014849531,607,0.040332920587014
"lobagoc / gaussian","RF down-sampled",0.181993798728946,369,-0.0652304502924781
"lobagoc / gaussian","Ridge regression",0.206985007435162,374,-0.0648951076804933
"lobagoc / gaussian","SVM",0.971353191000237,465,-0.0077939972680624
"lobagoc / gaussian","SVM weighted",0.383922585629912,401,-0.037230349213445
"lobagoc / gaussian","XGBoost",0.857490420079566,449,-0.0285514131317626
"lobagoc / kde","rangebagging / rangebagging",0.000409275055309913,216,-0.0951508215575235
"lobagoc / kde","rangebagging / gaussian",0.125053065544786,572,0.0406220329025697
"lobagoc / kde","rangebagging / kde",0.835504864099121,480,0.00436612079134191
